antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'parsley', 'tomato'})",frozenset({'basil'}),0.039700736,0.205080246,0.020272716,0.510638298,2.489943851,0.01213088,1.624401236,0.623122958
"frozenset({'basil', 'pepper'})",frozenset({'salt'}),0.036864969,0.350971401,0.029262701,0.793780687,2.261667718,0.016324151,3.147273603,0.579200613
"frozenset({'basil', 'red pepper flake'})",frozenset({'tomato'}),0.030590081,0.208519368,0.015747556,0.514792899,2.468801364,0.009368932,1.631222279,0.613718845
"frozenset({'basil', 'sugar'})",frozenset({'salt'}),0.022565464,0.350971401,0.013394473,0.593582888,1.69125714,0.005474641,1.596951948,0.418159826
"frozenset({'tomato paste', 'basil'})",frozenset({'salt'}),0.029624713,0.350971401,0.016531917,0.558044807,1.590000795,0.00613449,1.468539365,0.382397926
"frozenset({'basil', 'tomato sauce'})",frozenset({'salt'}),0.026306263,0.350971401,0.01357548,0.516055046,1.470362099,0.004342734,1.341120707,0.328538026
"frozenset({'basil', 'water'})",frozenset({'salt'}),0.032701822,0.350971401,0.018341981,0.560885609,1.598094908,0.006864577,1.478039919,0.386907517
"frozenset({'basil', 'sugar'})",frozenset({'tomato'}),0.022565464,0.208519368,0.012670448,0.561497326,2.692782605,0.007965111,1.80496193,0.643149912
"frozenset({'sugar', 'tomato'})",frozenset({'basil'}),0.023591167,0.205080246,0.012670448,0.537084399,2.618898743,0.007832365,1.717202341,0.633095576
"frozenset({'tomato paste', 'basil'})",frozenset({'tomato'}),0.029624713,0.208519368,0.018824665,0.635437882,3.047380629,0.012647339,2.171044639,0.692360304
"frozenset({'tomato paste', 'tomato'})",frozenset({'basil'}),0.036080608,0.205080246,0.018824665,0.52173913,2.544073065,0.011425245,1.66210494,0.629647596
"frozenset({'tomato sauce', 'tomato'})",frozenset({'basil'}),0.022625799,0.205080246,0.012187764,0.538666667,2.626614102,0.007547659,1.723091952,0.633617831
"frozenset({'basil leaf', 'olive oil'})",frozenset({'garlic clove'}),0.032339809,0.296186799,0.017195608,0.531716418,1.795206337,0.007616983,1.502963649,0.457765001
"frozenset({'basil leaf', 'garlic clove'})",frozenset({'olive oil'}),0.031072765,0.371787136,0.017195608,0.553398058,1.488480918,0.005643153,1.406650542,0.338698418
"frozenset({'basil leaf', 'onion'})",frozenset({'garlic clove'}),0.017497285,0.296186799,0.0103777,0.593103448,2.002464158,0.005195235,1.72971041,0.509530685
"frozenset({'parmesan cheese', 'basil leaf'})",frozenset({'garlic clove'}),0.025099554,0.296186799,0.013454809,0.536057692,1.809863555,0.006020652,1.517027419,0.458992672
"frozenset({'basil leaf', 'salt'})",frozenset({'garlic clove'}),0.02274647,0.296186799,0.011644745,0.51193634,1.728423893,0.004907541,1.442052049,0.431247583
"frozenset({'basil leaf', 'tomato'})",frozenset({'garlic clove'}),0.022867141,0.296186799,0.01170508,0.511873351,1.728211228,0.004932135,1.441865964,0.431227979
"frozenset({'parmesan cheese', 'basil leaf'})",frozenset({'olive oil'}),0.025099554,0.371787136,0.01357548,0.540865385,1.454771646,0.004243789,1.368254195,0.320655197
"frozenset({'basil leaf', 'salt'})",frozenset({'olive oil'}),0.02274647,0.371787136,0.01236877,0.543766578,1.462575019,0.003911925,1.376954939,0.323635964
"frozenset({'basil leaf', 'tomato'})",frozenset({'olive oil'}),0.022867141,0.371787136,0.012127429,0.530343008,1.426469493,0.00362572,1.337599299,0.30596508
"frozenset({'bay leaf', 'carrot'})",frozenset({'onion'}),0.013515144,0.283999035,0.01104139,0.816964286,2.876644587,0.007203102,3.911810152,0.661310473
"frozenset({'bay leaf', 'olive oil'})",frozenset({'garlic clove'}),0.02009171,0.296186799,0.011282732,0.561561562,1.895970935,0.005331833,1.605272576,0.482255084
"frozenset({'bay leaf', 'onion'})",frozenset({'garlic clove'}),0.026849282,0.296186799,0.015204537,0.566292135,1.911942522,0.007252134,1.622781734,0.490131401
"frozenset({'bay leaf', 'garlic clove'})",frozenset({'onion'}),0.02274647,0.283999035,0.015204537,0.668435013,2.353652413,0.008744562,2.159458912,0.588515069
"frozenset({'bay leaf', 'salt'})",frozenset({'garlic clove'}),0.019186678,0.296186799,0.010739713,0.559748428,1.889849346,0.005056872,1.598661415,0.480068206
"frozenset({'bay leaf', 'tomato'})",frozenset({'garlic clove'}),0.017497285,0.296186799,0.010619042,0.606896552,2.049033092,0.005436577,1.790402004,0.521082462
"frozenset({'bay leaf', 'olive oil'})",frozenset({'onion'}),0.02009171,0.283999035,0.013937492,0.693693694,2.442591731,0.008231466,2.337532563,0.602708233
"frozenset({'bay leaf', 'onion'})",frozenset({'olive oil'}),0.026849282,0.371787136,0.013937492,0.519101124,1.396232071,0.003955275,1.306330487,0.291616375
"frozenset({'bay leaf', 'oregano'})",frozenset({'onion'}),0.01556655,0.283999035,0.010317365,0.662790698,2.333777995,0.005896479,2.123313208,0.580547348
"frozenset({'bay leaf', 'salt'})",frozenset({'onion'}),0.019186678,0.283999035,0.012972125,0.676100629,2.38064411,0.007523127,2.210566087,0.591290515
"frozenset({'bay leaf', 'tomato'})",frozenset({'onion'}),0.017497285,0.283999035,0.013273802,0.75862069,2.671208691,0.00830459,2.966289714,0.636779549
"frozenset({'black pepper', 'beef'})",frozenset({'salt'}),0.016290576,0.350971401,0.011644745,0.714814815,2.03667539,0.005927219,2.275814568,0.517433021
"frozenset({'beef', 'egg'})",frozenset({'onion'}),0.030047062,0.283999035,0.016652588,0.554216867,1.951474477,0.008119252,1.606164328,0.502670738
"frozenset({'beef', 'parmesan cheese'})",frozenset({'egg'}),0.034451551,0.186979607,0.01876433,0.544658494,2.912929938,0.012322592,1.785517864,0.680134734
"frozenset({'beef', 'egg'})",frozenset({'parmesan cheese'}),0.030047062,0.316640521,0.01876433,0.624497992,1.97226176,0.009250212,1.819855724,0.508239
"frozenset({'beef', 'parsley'})",frozenset({'egg'}),0.017678291,0.186979607,0.011101726,0.627986348,3.358582037,0.007796246,2.185458489,0.714893394
"frozenset({'beef', 'egg'})",frozenset({'salt'}),0.030047062,0.350971401,0.015144202,0.504016064,1.436060211,0.004598542,1.308567783,0.313056805
"frozenset({'beef', 'garlic'})",frozenset({'onion'}),0.017798962,0.283999035,0.012429106,0.698305085,2.458829079,0.007374218,2.373261627,0.604053886
"frozenset({'beef', 'olive oil'})",frozenset({'garlic clove'}),0.019971039,0.296186799,0.010317365,0.516616314,1.744224647,0.004402206,1.45601356,0.43537423
"frozenset({'beef', 'garlic clove'})",frozenset({'onion'}),0.025883915,0.283999035,0.018462652,0.713286713,2.511581471,0.011111646,2.49727166,0.617836518
"frozenset({'beef', 'garlic clove'})",frozenset({'parmesan cheese'}),0.025883915,0.316640521,0.014118499,0.545454545,1.722630266,0.005922603,1.503390853,0.430639001
"frozenset({'beef', 'garlic clove'})",frozenset({'salt'}),0.025883915,0.350971401,0.013394473,0.517482517,1.474429301,0.00430996,1.345088256,0.330321495
"frozenset({'beef', 'mozzarella cheese'})",frozenset({'onion'}),0.025823579,0.283999035,0.015023531,0.581775701,2.048512952,0.007689659,1.712002308,0.525408957
"frozenset({'beef', 'mozzarella cheese'})",frozenset({'parmesan cheese'}),0.025823579,0.316640521,0.015807892,0.612149533,1.933263406,0.0076311,1.761914801,0.495536436
"frozenset({'beef', 'olive oil'})",frozenset({'onion'}),0.019971039,0.283999035,0.013756486,0.688821752,2.42543695,0.00808473,2.300935141,0.599679376
"frozenset({'beef', 'olive oil'})",frozenset({'parmesan cheese'}),0.019971039,0.316640521,0.010196694,0.510574018,1.612472137,0.003873053,1.396246836,0.387574511
"frozenset({'beef', 'oregano'})",frozenset({'onion'}),0.024013515,0.283999035,0.017436949,0.726130653,2.556806766,0.010617134,2.614388846,0.623868416
"frozenset({'beef', 'parmesan cheese'})",frozenset({'onion'}),0.034451551,0.283999035,0.020695065,0.600700525,2.115149885,0.010910857,1.793142769,0.546031912
"frozenset({'beef', 'parsley'})",frozenset({'onion'}),0.017678291,0.283999035,0.011162061,0.631399317,2.22324459,0.006141443,1.9424841,0.560108699
"frozenset({'beef', 'pepper'})",frozenset({'onion'}),0.014963195,0.283999035,0.010257029,0.685483871,2.413683807,0.006007496,2.27651589,0.59459253
"frozenset({'beef', 'salt'})",frozenset({'onion'}),0.032339809,0.283999035,0.022143116,0.684701493,2.410928944,0.012958641,2.270866967,0.604780608
"frozenset({'beef', 'tomato'})",frozenset({'onion'}),0.023832509,0.283999035,0.018040304,0.756962025,2.665368304,0.011271895,2.946045639,0.640071847
"frozenset({'tomato paste', 'beef'})",frozenset({'onion'}),0.017919633,0.283999035,0.013816822,0.771043771,2.714952084,0.008727663,3.127239511,0.643195196
"frozenset({'beef', 'tomato sauce'})",frozenset({'onion'}),0.017014601,0.283999035,0.011765416,0.691489362,2.434829973,0.006933285,2.320830715,0.599493853
"frozenset({'beef', 'oregano'})",frozenset({'salt'}),0.024013515,0.350971401,0.01291179,0.537688442,1.532000729,0.004483732,1.403877078,0.355802874
"frozenset({'beef', 'parsley'})",frozenset({'parmesan cheese'}),0.017678291,0.316640521,0.010981055,0.62116041,1.961721156,0.005383391,1.803822768,0.499066194
"frozenset({'beef', 'parmesan cheese'})",frozenset({'salt'}),0.034451551,0.350971401,0.017255943,0.500875657,1.427112452,0.005164434,1.300334491,0.309963079
"frozenset({'beef', 'salt'})",frozenset({'parmesan cheese'}),0.032339809,0.316640521,0.017255943,0.53358209,1.685135204,0.007015849,1.465122722,0.420163824
"frozenset({'beef', 'parsley'})",frozenset({'salt'}),0.017678291,0.350971401,0.010015687,0.566552901,1.614242355,0.003811113,1.497365193,0.387362237
"frozenset({'beef', 'pepper'})",frozenset({'salt'}),0.014963195,0.350971401,0.01236877,0.826612903,2.355214416,0.007117117,3.743234711,0.584150973
"frozenset({'beef', 'tomato'})",frozenset({'salt'}),0.023832509,0.350971401,0.012067093,0.506329114,1.442650633,0.003702564,1.314698957,0.314322579
"frozenset({'tomato paste', 'beef'})",frozenset({'salt'}),0.017919633,0.350971401,0.010196694,0.569023569,1.621281869,0.003907415,1.505949171,0.39019628
"frozenset({'tomato paste', 'beef'})",frozenset({'tomato'}),0.017919633,0.208519368,0.010196694,0.569023569,2.728876341,0.006460103,1.836482405,0.645108919
"frozenset({'black pepper', 'butter'})",frozenset({'salt'}),0.040666104,0.350971401,0.024556534,0.603857567,1.720532115,0.010283895,1.638371819,0.436536708
"frozenset({'black pepper', 'carrot'})",frozenset({'onion'}),0.017497285,0.283999035,0.01291179,0.737931034,2.598357545,0.007942578,2.732108947,0.626096484
"frozenset({'black pepper', 'carrot'})",frozenset({'salt'}),0.017497285,0.350971401,0.010920719,0.624137931,1.778315638,0.004779673,1.726773337,0.445464551
"frozenset({'black pepper', 'chicken broth'})",frozenset({'onion'}),0.019247013,0.283999035,0.010136358,0.526645768,1.854392811,0.004670225,1.512611311,0.469781825
"frozenset({'black pepper', 'chicken broth'})",frozenset({'salt'}),0.019247013,0.350971401,0.010920719,0.567398119,1.61665058,0.004165568,1.500290747,0.388922745
"frozenset({'black pepper', 'egg'})",frozenset({'parmesan cheese'}),0.033968867,0.316640521,0.020514058,0.603907638,1.90723422,0.009758138,1.725252854,0.492407058
"frozenset({'black pepper', 'egg'})",frozenset({'salt'}),0.033968867,0.350971401,0.022263787,0.655417407,1.867438215,0.010341686,1.88352114,0.480840662
"frozenset({'black pepper', 'extra virgin olive oil'})",frozenset({'garlic clove'}),0.041088452,0.296186799,0.021238084,0.516886931,1.745138316,0.009068227,1.456829149,0.445275185
"frozenset({'black pepper', 'extra virgin olive oil'})",frozenset({'salt'}),0.041088452,0.350971401,0.023832509,0.580029369,1.652639978,0.009411637,1.545414251,0.411828948
"frozenset({'black pepper', 'garlic'})",frozenset({'olive oil'}),0.052612526,0.371787136,0.026969953,0.512614679,1.378785409,0.007409293,1.288944981,0.289980586
"frozenset({'black pepper', 'garlic'})",frozenset({'salt'}),0.052612526,0.350971401,0.031917461,0.606651376,1.728492334,0.013451969,1.650008567,0.444866691
"frozenset({'black pepper', 'red pepper flake'})",frozenset({'garlic clove'}),0.028357669,0.296186799,0.015023531,0.529787234,1.788692935,0.006624364,1.496797306,0.453801296
"frozenset({'black pepper', 'garlic clove'})",frozenset({'salt'}),0.074031616,0.350971401,0.044648244,0.603096985,1.718365037,0.018665264,1.63523222,0.45147489
"frozenset({'black pepper', 'garlic powder'})",frozenset({'salt'}),0.016652588,0.350971401,0.010860384,0.652173913,1.85819674,0.005015801,1.865957222,0.46966499
"frozenset({'olive oil', 'kosher salt'})",frozenset({'black pepper'}),0.017738627,0.198805358,0.010015687,0.56462585,2.840093731,0.006489153,1.840243944,0.659599331
"frozenset({'black pepper', 'milk'})",frozenset({'salt'}),0.015506215,0.350971401,0.010679377,0.688715953,1.9623136,0.005237139,2.085004374,0.498121435
"frozenset({'black pepper', 'mozzarella cheese'})",frozenset({'parmesan cheese'}),0.028116327,0.316640521,0.015807892,0.56223176,1.775615317,0.006905124,1.561007437,0.449451887
"frozenset({'black pepper', 'mozzarella cheese'})",frozenset({'salt'}),0.028116327,0.350971401,0.017074937,0.607296137,1.73032941,0.00720691,1.652717635,0.434285885
"frozenset({'black pepper', 'mushroom'})",frozenset({'salt'}),0.016531917,0.350971401,0.010558706,0.638686131,1.81976688,0.004756476,1.796301375,0.458051534
"frozenset({'black pepper', 'olive oil'})",frozenset({'salt'}),0.087426089,0.350971401,0.054301919,0.621118012,1.769711181,0.023617862,1.713009909,0.476603636
"frozenset({'black pepper', 'tomato'})",frozenset({'olive oil'}),0.051405816,0.371787136,0.025763244,0.501173709,1.348012504,0.006651222,1.259382023,0.272157603
"frozenset({'white wine', 'black pepper'})",frozenset({'olive oil'}),0.021238084,0.371787136,0.011222397,0.528409091,1.421267814,0.00332635,1.332114024,0.302834462
"frozenset({'black pepper', 'onion'})",frozenset({'salt'}),0.065825993,0.350971401,0.04217449,0.640696609,1.825495202,0.019071449,1.806352555,0.484067671
"frozenset({'black pepper', 'tomato'})",frozenset({'onion'}),0.051405816,0.283999035,0.026547605,0.516431925,1.818428452,0.011948402,1.480662191,0.474464849
"frozenset({'tomato paste', 'black pepper'})",frozenset({'onion'}),0.018402317,0.283999035,0.011825751,0.642622951,2.262764561,0.006599511,2.00348894,0.568524902
"frozenset({'black pepper', 'oregano'})",frozenset({'salt'}),0.047665017,0.350971401,0.031736455,0.665822785,1.897085583,0.015007397,1.942168914,0.496543402
"frozenset({'black pepper', 'parmesan cheese'})",frozenset({'salt'}),0.07397128,0.350971401,0.04404489,0.5954323,1.69652655,0.018083086,1.604252142,0.443355968
"frozenset({'black pepper', 'parsley'})",frozenset({'salt'}),0.039157717,0.350971401,0.025220224,0.644067797,1.835100509,0.011476986,1.823461302,0.473616459
"frozenset({'black pepper', 'purpose flour'})",frozenset({'salt'}),0.013816822,0.350971401,0.010558706,0.76419214,2.177362992,0.005709397,2.752362022,0.54830468
"frozenset({'black pepper', 'red pepper flake'})",frozenset({'salt'}),0.028357669,0.350971401,0.017135272,0.604255319,1.721665405,0.007182541,1.640018503,0.431400562
"frozenset({'black pepper', 'tomato'})",frozenset({'salt'}),0.051405816,0.350971401,0.033425848,0.650234742,1.852671585,0.015383876,1.855611968,0.485180003
"frozenset({'tomato paste', 'black pepper'})",frozenset({'salt'}),0.018402317,0.350971401,0.013092796,0.71147541,2.02716064,0.006634109,2.249474122,0.51619843
"frozenset({'black pepper', 'tomato sauce'})",frozenset({'salt'}),0.015264873,0.350971401,0.010619042,0.695652174,1.982076522,0.005261508,2.13252254,0.503159273
"frozenset({'black pepper', 'water'})",frozenset({'salt'}),0.028055991,0.350971401,0.019126342,0.68172043,1.94238171,0.009279492,2.039177693,0.499172925
"frozenset({'white wine', 'black pepper'})",frozenset({'salt'}),0.021238084,0.350971401,0.012972125,0.610795455,1.740299787,0.005518165,1.66757713,0.434616785
"frozenset({'tomato paste', 'black pepper'})",frozenset({'tomato'}),0.018402317,0.208519368,0.011222397,0.609836066,2.924601548,0.007385157,2.028584814,0.67041018
"frozenset({'parmesan cheese', 'breadcrumb'})",frozenset({'egg'}),0.017979969,0.186979607,0.011825751,0.657718121,3.517592815,0.008463864,2.375294875,0.728818819
"frozenset({'breadcrumb', 'egg'})",frozenset({'parmesan cheese'}),0.020152045,0.316640521,0.011825751,0.586826347,1.853288849,0.005444797,1.653928014,0.469887906
"frozenset({'breadcrumb', 'salt'})",frozenset({'egg'}),0.014782189,0.186979607,0.010015687,0.67755102,3.623662669,0.007251719,2.521392359,0.734899547
"frozenset({'butter', 'chicken broth'})",frozenset({'parmesan cheese'}),0.020815735,0.316640521,0.011101726,0.533333333,1.684349593,0.00451062,1.46434174,0.414936225
"frozenset({'butter', 'purpose flour'})",frozenset({'egg'}),0.036080608,0.186979607,0.019005672,0.526755853,2.817183448,0.012259334,1.717972421,0.66917996
"frozenset({'butter', 'egg'})",frozenset({'salt'}),0.05321588,0.350971401,0.026728611,0.502267574,1.431078351,0.008051359,1.303970898,0.318157259
"frozenset({'butter', 'sugar'})",frozenset({'egg'}),0.032339809,0.186979607,0.02009171,0.621268657,3.322654636,0.014044825,2.146694241,0.722398043
"frozenset({'butter', 'vanilla extract'})",frozenset({'egg'}),0.013877157,0.186979607,0.011222397,0.808695652,4.32504735,0.008627651,4.249879329,0.779607393
"frozenset({'vanilla extract', 'egg'})",frozenset({'butter'}),0.017979969,0.210208761,0.011222397,0.624161074,2.969243868,0.00744285,2.101408833,0.675356815
"frozenset({'milk', 'flour'})",frozenset({'butter'}),0.017376614,0.210208761,0.01236877,0.711805556,3.386184064,0.008716054,2.740480445,0.717143858
"frozenset({'parmesan cheese', 'flour'})",frozenset({'butter'}),0.019066007,0.210208761,0.011162061,0.585443038,2.785055371,0.007154219,1.90514528,0.65339841
"frozenset({'sugar', 'flour'})",frozenset({'butter'}),0.021479426,0.210208761,0.010920719,0.508426966,2.418676389,0.006405556,1.606661035,0.599426052
"frozenset({'heavy cream', 'parmesan cheese'})",frozenset({'butter'}),0.018281646,0.210208761,0.010619042,0.580858086,2.763243948,0.00677608,1.884305083,0.649989384
"frozenset({'milk', 'purpose flour'})",frozenset({'butter'}),0.017919633,0.210208761,0.011524074,0.643097643,3.059328455,0.00775721,2.212905642,0.685413234
